question_id,option_text,is_correct
2129,Option 1 for Question 2129,0
2129,Option 2 for Question 2129,1
2129,Option 3 for Question 2129,0
2129,Option 4 for Question 2129,0
2130,Option 1 for Question 2130,0
2130,Option 2 for Question 2130,0
2130,Option 3 for Question 2130,1
2130,Option 4 for Question 2130,0
2131,Option 1 for Question 2131,0
2131,Option 2 for Question 2131,0
2131,Option 3 for Question 2131,0
2131,Option 4 for Question 2131,1
2132,Option 1 for Question 2132,1
2132,Option 2 for Question 2132,0
2132,Option 3 for Question 2132,0
2132,Option 4 for Question 2132,0
2133,Option 1 for Question 2133,0
2133,Option 2 for Question 2133,1
2133,Option 3 for Question 2133,0
2133,Option 4 for Question 2133,0
2134,Option 1 for Question 2134,0
2134,Option 2 for Question 2134,0
2134,Option 3 for Question 2134,1
2134,Option 4 for Question 2134,0
2135,Option 1 for Question 2135,0
2135,Option 2 for Question 2135,0
2135,Option 3 for Question 2135,0
2135,Option 4 for Question 2135,1
2136,Option 1 for Question 2136,1
2136,Option 2 for Question 2136,0
2136,Option 3 for Question 2136,0
2136,Option 4 for Question 2136,0
2137,Option 1 for Question 2137,0
2137,Option 2 for Question 2137,1
2137,Option 3 for Question 2137,0
2137,Option 4 for Question 2137,0
2138,Option 1 for Question 2138,0
2138,Option 2 for Question 2138,0
2138,Option 3 for Question 2138,1
2138,Option 4 for Question 2138,0
2139,Option 1 for Question 2139,0
2139,Option 2 for Question 2139,0
2139,Option 3 for Question 2139,0
2139,Option 4 for Question 2139,1
2140,Option 1 for Question 2140,1
2140,Option 2 for Question 2140,0
2140,Option 3 for Question 2140,0
2140,Option 4 for Question 2140,0
2141,Option 1 for Question 2141,0
2141,Option 2 for Question 2141,1
2141,Option 3 for Question 2141,0
2141,Option 4 for Question 2141,0
2142,Option 1 for Question 2142,0
2142,Option 2 for Question 2142,0
2142,Option 3 for Question 2142,1
2142,Option 4 for Question 2142,0
2143,Option 1 for Question 2143,0
2143,Option 2 for Question 2143,0
2143,Option 3 for Question 2143,0
2143,Option 4 for Question 2143,1
2144,Option 1 for Question 2144,1
2144,Option 2 for Question 2144,0
2144,Option 3 for Question 2144,0
2144,Option 4 for Question 2144,0
2145,Option 1 for Question 2145,0
2145,Option 2 for Question 2145,1
2145,Option 3 for Question 2145,0
2145,Option 4 for Question 2145,0
2146,Option 1 for Question 2146,0
2146,Option 2 for Question 2146,0
2146,Option 3 for Question 2146,1
2146,Option 4 for Question 2146,0
2147,Option 1 for Question 2147,0
2147,Option 2 for Question 2147,0
2147,Option 3 for Question 2147,0
2147,Option 4 for Question 2147,1
2148,Option 1 for Question 2148,1
2148,Option 2 for Question 2148,0
2148,Option 3 for Question 2148,0
2148,Option 4 for Question 2148,0
2149,Option 1 for Question 2149,0
2149,Option 2 for Question 2149,1
2149,Option 3 for Question 2149,0
2149,Option 4 for Question 2149,0
2150,Option 1 for Question 2150,0
2150,Option 2 for Question 2150,0
2150,Option 3 for Question 2150,1
2150,Option 4 for Question 2150,0
2151,Option 1 for Question 2151,0
2151,Option 2 for Question 2151,0
2151,Option 3 for Question 2151,0
2151,Option 4 for Question 2151,1
2152,Option 1 for Question 2152,1
2152,Option 2 for Question 2152,0
2152,Option 3 for Question 2152,0
2152,Option 4 for Question 2152,0
2153,Option 1 for Question 2153,0
2153,Option 2 for Question 2153,1
2153,Option 3 for Question 2153,0
2153,Option 4 for Question 2153,0
2154,Option 1 for Question 2154,0
2154,Option 2 for Question 2154,0
2154,Option 3 for Question 2154,1
2154,Option 4 for Question 2154,0
2155,Option 1 for Question 2155,0
2155,Option 2 for Question 2155,0
2155,Option 3 for Question 2155,0
2155,Option 4 for Question 2155,1
2156,Option 1 for Question 2156,1
2156,Option 2 for Question 2156,0
2156,Option 3 for Question 2156,0
2156,Option 4 for Question 2156,0
2157,Option 1 for Question 2157,0
2157,Option 2 for Question 2157,1
2157,Option 3 for Question 2157,0
2157,Option 4 for Question 2157,0
2158,Option 1 for Question 2158,0
2158,Option 2 for Question 2158,0
2158,Option 3 for Question 2158,1
2158,Option 4 for Question 2158,0
2159,Option 1 for Question 2159,0
2159,Option 2 for Question 2159,0
2159,Option 3 for Question 2159,0
2159,Option 4 for Question 2159,1
2160,Option 1 for Question 2160,1
2160,Option 2 for Question 2160,0
2160,Option 3 for Question 2160,0
2160,Option 4 for Question 2160,0
2161,Option 1 for Question 2161,0
2161,Option 2 for Question 2161,1
2161,Option 3 for Question 2161,0
2161,Option 4 for Question 2161,0
2162,Option 1 for Question 2162,0
2162,Option 2 for Question 2162,0
2162,Option 3 for Question 2162,1
2162,Option 4 for Question 2162,0
2163,Option 1 for Question 2163,0
2163,Option 2 for Question 2163,0
2163,Option 3 for Question 2163,0
2163,Option 4 for Question 2163,1
2164,Option 1 for Question 2164,1
2164,Option 2 for Question 2164,0
2164,Option 3 for Question 2164,0
2164,Option 4 for Question 2164,0
2165,Option 1 for Question 2165,0
2165,Option 2 for Question 2165,1
2165,Option 3 for Question 2165,0
2165,Option 4 for Question 2165,0
2166,Option 1 for Question 2166,0
2166,Option 2 for Question 2166,0
2166,Option 3 for Question 2166,1
2166,Option 4 for Question 2166,0
2167,Option 1 for Question 2167,0
2167,Option 2 for Question 2167,0
2167,Option 3 for Question 2167,0
2167,Option 4 for Question 2167,1
2168,Option 1 for Question 2168,1
2168,Option 2 for Question 2168,0
2168,Option 3 for Question 2168,0
2168,Option 4 for Question 2168,0
2169,Option 1 for Question 2169,0
2169,Option 2 for Question 2169,1
2169,Option 3 for Question 2169,0
2169,Option 4 for Question 2169,0
2170,Option 1 for Question 2170,0
2170,Option 2 for Question 2170,0
2170,Option 3 for Question 2170,1
2170,Option 4 for Question 2170,0
2171,Option 1 for Question 2171,0
2171,Option 2 for Question 2171,0
2171,Option 3 for Question 2171,0
2171,Option 4 for Question 2171,1
2172,Option 1 for Question 2172,1
2172,Option 2 for Question 2172,0
2172,Option 3 for Question 2172,0
2172,Option 4 for Question 2172,0
2173,Option 1 for Question 2173,0
2173,Option 2 for Question 2173,1
2173,Option 3 for Question 2173,0
2173,Option 4 for Question 2173,0
2174,Option 1 for Question 2174,0
2174,Option 2 for Question 2174,0
2174,Option 3 for Question 2174,1
2174,Option 4 for Question 2174,0
2175,Option 1 for Question 2175,0
2175,Option 2 for Question 2175,0
2175,Option 3 for Question 2175,0
2175,Option 4 for Question 2175,1
2176,Option 1 for Question 2176,1
2176,Option 2 for Question 2176,0
2176,Option 3 for Question 2176,0
2176,Option 4 for Question 2176,0
2177,Option 1 for Question 2177,0
2177,Option 2 for Question 2177,1
2177,Option 3 for Question 2177,0
2177,Option 4 for Question 2177,0
2178,Option 1 for Question 2178,0
2178,Option 2 for Question 2178,0
2178,Option 3 for Question 2178,1
2178,Option 4 for Question 2178,0
2179,Option 1 for Question 2179,0
2179,Option 2 for Question 2179,0
2179,Option 3 for Question 2179,0
2179,Option 4 for Question 2179,1
2180,Option 1 for Question 2180,1
2180,Option 2 for Question 2180,0
2180,Option 3 for Question 2180,0
2180,Option 4 for Question 2180,0
2181,Option 1 for Question 2181,0
2181,Option 2 for Question 2181,1
2181,Option 3 for Question 2181,0
2181,Option 4 for Question 2181,0
2182,Option 1 for Question 2182,0
2182,Option 2 for Question 2182,0
2182,Option 3 for Question 2182,1
2182,Option 4 for Question 2182,0
2183,Option 1 for Question 2183,0
2183,Option 2 for Question 2183,0
2183,Option 3 for Question 2183,0
2183,Option 4 for Question 2183,1
2184,Option 1 for Question 2184,1
2184,Option 2 for Question 2184,0
2184,Option 3 for Question 2184,0
2184,Option 4 for Question 2184,0
2185,Option 1 for Question 2185,0
2185,Option 2 for Question 2185,1
2185,Option 3 for Question 2185,0
2185,Option 4 for Question 2185,0
2186,Option 1 for Question 2186,0
2186,Option 2 for Question 2186,0
2186,Option 3 for Question 2186,1
2186,Option 4 for Question 2186,0
2187,Option 1 for Question 2187,0
2187,Option 2 for Question 2187,0
2187,Option 3 for Question 2187,0
2187,Option 4 for Question 2187,1
2188,Option 1 for Question 2188,1
2188,Option 2 for Question 2188,0
2188,Option 3 for Question 2188,0
2188,Option 4 for Question 2188,0
2189,Option 1 for Question 2189,0
2189,Option 2 for Question 2189,1
2189,Option 3 for Question 2189,0
2189,Option 4 for Question 2189,0
2190,Option 1 for Question 2190,0
2190,Option 2 for Question 2190,0
2190,Option 3 for Question 2190,1
2190,Option 4 for Question 2190,0
2191,Option 1 for Question 2191,0
2191,Option 2 for Question 2191,0
2191,Option 3 for Question 2191,0
2191,Option 4 for Question 2191,1
2192,Option 1 for Question 2192,1
2192,Option 2 for Question 2192,0
2192,Option 3 for Question 2192,0
2192,Option 4 for Question 2192,0
2193,Option 1 for Question 2193,0
2193,Option 2 for Question 2193,1
2193,Option 3 for Question 2193,0
2193,Option 4 for Question 2193,0
2194,Option 1 for Question 2194,0
2194,Option 2 for Question 2194,0
2194,Option 3 for Question 2194,1
2194,Option 4 for Question 2194,0
2195,Option 1 for Question 2195,0
2195,Option 2 for Question 2195,0
2195,Option 3 for Question 2195,0
2195,Option 4 for Question 2195,1
2196,Option 1 for Question 2196,1
2196,Option 2 for Question 2196,0
2196,Option 3 for Question 2196,0
2196,Option 4 for Question 2196,0
2197,Option 1 for Question 2197,0
2197,Option 2 for Question 2197,1
2197,Option 3 for Question 2197,0
2197,Option 4 for Question 2197,0
2198,Option 1 for Question 2198,0
2198,Option 2 for Question 2198,0
2198,Option 3 for Question 2198,1
2198,Option 4 for Question 2198,0
2199,Option 1 for Question 2199,0
2199,Option 2 for Question 2199,0
2199,Option 3 for Question 2199,0
2199,Option 4 for Question 2199,1
2200,Option 1 for Question 2200,1
2200,Option 2 for Question 2200,0
2200,Option 3 for Question 2200,0
2200,Option 4 for Question 2200,0
2201,Option 1 for Question 2201,0
2201,Option 2 for Question 2201,1
2201,Option 3 for Question 2201,0
2201,Option 4 for Question 2201,0
2202,Option 1 for Question 2202,0
2202,Option 2 for Question 2202,0
2202,Option 3 for Question 2202,1
2202,Option 4 for Question 2202,0
2203,Option 1 for Question 2203,0
2203,Option 2 for Question 2203,0
2203,Option 3 for Question 2203,0
2203,Option 4 for Question 2203,1
2204,Option 1 for Question 2204,1
2204,Option 2 for Question 2204,0
2204,Option 3 for Question 2204,0
2204,Option 4 for Question 2204,0
2205,Option 1 for Question 2205,0
2205,Option 2 for Question 2205,1
2205,Option 3 for Question 2205,0
2205,Option 4 for Question 2205,0
2206,Option 1 for Question 2206,0
2206,Option 2 for Question 2206,0
2206,Option 3 for Question 2206,1
2206,Option 4 for Question 2206,0
2207,Option 1 for Question 2207,0
2207,Option 2 for Question 2207,0
2207,Option 3 for Question 2207,0
2207,Option 4 for Question 2207,1
2208,Option 1 for Question 2208,1
2208,Option 2 for Question 2208,0
2208,Option 3 for Question 2208,0
2208,Option 4 for Question 2208,0
2209,Option 1 for Question 2209,0
2209,Option 2 for Question 2209,1
2209,Option 3 for Question 2209,0
2209,Option 4 for Question 2209,0
2210,Option 1 for Question 2210,0
2210,Option 2 for Question 2210,0
2210,Option 3 for Question 2210,1
2210,Option 4 for Question 2210,0
2211,Option 1 for Question 2211,0
2211,Option 2 for Question 2211,0
2211,Option 3 for Question 2211,0
2211,Option 4 for Question 2211,1
2212,Option 1 for Question 2212,1
2212,Option 2 for Question 2212,0
2212,Option 3 for Question 2212,0
2212,Option 4 for Question 2212,0
2213,Option 1 for Question 2213,0
2213,Option 2 for Question 2213,1
2213,Option 3 for Question 2213,0
2213,Option 4 for Question 2213,0
2214,Option 1 for Question 2214,0
2214,Option 2 for Question 2214,0
2214,Option 3 for Question 2214,1
2214,Option 4 for Question 2214,0
2215,Option 1 for Question 2215,0
2215,Option 2 for Question 2215,0
2215,Option 3 for Question 2215,0
2215,Option 4 for Question 2215,1
2216,Option 1 for Question 2216,1
2216,Option 2 for Question 2216,0
2216,Option 3 for Question 2216,0
2216,Option 4 for Question 2216,0
2217,Option 1 for Question 2217,0
2217,Option 2 for Question 2217,1
2217,Option 3 for Question 2217,0
2217,Option 4 for Question 2217,0
2218,Option 1 for Question 2218,0
2218,Option 2 for Question 2218,0
2218,Option 3 for Question 2218,1
2218,Option 4 for Question 2218,0
2219,Option 1 for Question 2219,0
2219,Option 2 for Question 2219,0
2219,Option 3 for Question 2219,0
2219,Option 4 for Question 2219,1
2220,Option 1 for Question 2220,1
2220,Option 2 for Question 2220,0
2220,Option 3 for Question 2220,0
2220,Option 4 for Question 2220,0
2221,Option 1 for Question 2221,0
2221,Option 2 for Question 2221,1
2221,Option 3 for Question 2221,0
2221,Option 4 for Question 2221,0
2222,Option 1 for Question 2222,0
2222,Option 2 for Question 2222,0
2222,Option 3 for Question 2222,1
2222,Option 4 for Question 2222,0
2223,Option 1 for Question 2223,0
2223,Option 2 for Question 2223,0
2223,Option 3 for Question 2223,0
2223,Option 4 for Question 2223,1
2224,Option 1 for Question 2224,1
2224,Option 2 for Question 2224,0
2224,Option 3 for Question 2224,0
2224,Option 4 for Question 2224,0
2225,Option 1 for Question 2225,0
2225,Option 2 for Question 2225,1
2225,Option 3 for Question 2225,0
2225,Option 4 for Question 2225,0
2226,Option 1 for Question 2226,0
2226,Option 2 for Question 2226,0
2226,Option 3 for Question 2226,1
2226,Option 4 for Question 2226,0
2227,Option 1 for Question 2227,0
2227,Option 2 for Question 2227,0
2227,Option 3 for Question 2227,0
2227,Option 4 for Question 2227,1
2228,Option 1 for Question 2228,1
2228,Option 2 for Question 2228,0
2228,Option 3 for Question 2228,0
2228,Option 4 for Question 2228,0
2229,Option 1 for Question 2229,0
2229,Option 2 for Question 2229,1
2229,Option 3 for Question 2229,0
2229,Option 4 for Question 2229,0
2230,Option 1 for Question 2230,0
2230,Option 2 for Question 2230,0
2230,Option 3 for Question 2230,1
2230,Option 4 for Question 2230,0
2231,Option 1 for Question 2231,0
2231,Option 2 for Question 2231,0
2231,Option 3 for Question 2231,0
2231,Option 4 for Question 2231,1
2232,Option 1 for Question 2232,1
2232,Option 2 for Question 2232,0
2232,Option 3 for Question 2232,0
2232,Option 4 for Question 2232,0
2233,Option 1 for Question 2233,0
2233,Option 2 for Question 2233,1
2233,Option 3 for Question 2233,0
2233,Option 4 for Question 2233,0
2234,Option 1 for Question 2234,0
2234,Option 2 for Question 2234,0
2234,Option 3 for Question 2234,1
2234,Option 4 for Question 2234,0
2235,Option 1 for Question 2235,0
2235,Option 2 for Question 2235,0
2235,Option 3 for Question 2235,0
2235,Option 4 for Question 2235,1
2236,Option 1 for Question 2236,1
2236,Option 2 for Question 2236,0
2236,Option 3 for Question 2236,0
2236,Option 4 for Question 2236,0
2237,Option 1 for Question 2237,0
2237,Option 2 for Question 2237,1
2237,Option 3 for Question 2237,0
2237,Option 4 for Question 2237,0
2238,Option 1 for Question 2238,0
2238,Option 2 for Question 2238,0
2238,Option 3 for Question 2238,1
2238,Option 4 for Question 2238,0
2239,Option 1 for Question 2239,0
2239,Option 2 for Question 2239,0
2239,Option 3 for Question 2239,0
2239,Option 4 for Question 2239,1
2240,Option 1 for Question 2240,1
2240,Option 2 for Question 2240,0
2240,Option 3 for Question 2240,0
2240,Option 4 for Question 2240,0
2241,Option 1 for Question 2241,0
2241,Option 2 for Question 2241,1
2241,Option 3 for Question 2241,0
2241,Option 4 for Question 2241,0
2242,Option 1 for Question 2242,0
2242,Option 2 for Question 2242,0
2242,Option 3 for Question 2242,1
2242,Option 4 for Question 2242,0
2243,Option 1 for Question 2243,0
2243,Option 2 for Question 2243,0
2243,Option 3 for Question 2243,0
2243,Option 4 for Question 2243,1
2244,Option 1 for Question 2244,1
2244,Option 2 for Question 2244,0
2244,Option 3 for Question 2244,0
2244,Option 4 for Question 2244,0
2245,Option 1 for Question 2245,0
2245,Option 2 for Question 2245,1
2245,Option 3 for Question 2245,0
2245,Option 4 for Question 2245,0
2246,Option 1 for Question 2246,0
2246,Option 2 for Question 2246,0
2246,Option 3 for Question 2246,1
2246,Option 4 for Question 2246,0
2247,Option 1 for Question 2247,0
2247,Option 2 for Question 2247,0
2247,Option 3 for Question 2247,0
2247,Option 4 for Question 2247,1
2248,Option 1 for Question 2248,1
2248,Option 2 for Question 2248,0
2248,Option 3 for Question 2248,0
2248,Option 4 for Question 2248,0
2249,Option 1 for Question 2249,0
2249,Option 2 for Question 2249,1
2249,Option 3 for Question 2249,0
2249,Option 4 for Question 2249,0
2250,Option 1 for Question 2250,0
2250,Option 2 for Question 2250,0
2250,Option 3 for Question 2250,1
2250,Option 4 for Question 2250,0
2251,Option 1 for Question 2251,0
2251,Option 2 for Question 2251,0
2251,Option 3 for Question 2251,0
2251,Option 4 for Question 2251,1
2252,Option 1 for Question 2252,1
2252,Option 2 for Question 2252,0
2252,Option 3 for Question 2252,0
2252,Option 4 for Question 2252,0
2253,Option 1 for Question 2253,0
2253,Option 2 for Question 2253,1
2253,Option 3 for Question 2253,0
2253,Option 4 for Question 2253,0
2254,Option 1 for Question 2254,0
2254,Option 2 for Question 2254,0
2254,Option 3 for Question 2254,1
2254,Option 4 for Question 2254,0
2255,Option 1 for Question 2255,0
2255,Option 2 for Question 2255,0
2255,Option 3 for Question 2255,0
2255,Option 4 for Question 2255,1
2256,Option 1 for Question 2256,1
2256,Option 2 for Question 2256,0
2256,Option 3 for Question 2256,0
2256,Option 4 for Question 2256,0
2257,Option 1 for Question 2257,0
2257,Option 2 for Question 2257,1
2257,Option 3 for Question 2257,0
2257,Option 4 for Question 2257,0
2258,Option 1 for Question 2258,0
2258,Option 2 for Question 2258,0
2258,Option 3 for Question 2258,1
2258,Option 4 for Question 2258,0
2259,Option 1 for Question 2259,0
2259,Option 2 for Question 2259,0
2259,Option 3 for Question 2259,0
2259,Option 4 for Question 2259,1
2260,Option 1 for Question 2260,1
2260,Option 2 for Question 2260,0
2260,Option 3 for Question 2260,0
2260,Option 4 for Question 2260,0
2261,Option 1 for Question 2261,0
2261,Option 2 for Question 2261,1
2261,Option 3 for Question 2261,0
2261,Option 4 for Question 2261,0
2262,Option 1 for Question 2262,0
2262,Option 2 for Question 2262,0
2262,Option 3 for Question 2262,1
2262,Option 4 for Question 2262,0
2263,Option 1 for Question 2263,0
2263,Option 2 for Question 2263,0
2263,Option 3 for Question 2263,0
2263,Option 4 for Question 2263,1
2264,Option 1 for Question 2264,1
2264,Option 2 for Question 2264,0
2264,Option 3 for Question 2264,0
2264,Option 4 for Question 2264,0
2265,Option 1 for Question 2265,0
2265,Option 2 for Question 2265,1
2265,Option 3 for Question 2265,0
2265,Option 4 for Question 2265,0
2266,Option 1 for Question 2266,0
2266,Option 2 for Question 2266,0
2266,Option 3 for Question 2266,1
2266,Option 4 for Question 2266,0
2267,Option 1 for Question 2267,0
2267,Option 2 for Question 2267,0
2267,Option 3 for Question 2267,0
2267,Option 4 for Question 2267,1
2268,Option 1 for Question 2268,1
2268,Option 2 for Question 2268,0
2268,Option 3 for Question 2268,0
2268,Option 4 for Question 2268,0
2269,Option 1 for Question 2269,0
2269,Option 2 for Question 2269,1
2269,Option 3 for Question 2269,0
2269,Option 4 for Question 2269,0
2270,Option 1 for Question 2270,0
2270,Option 2 for Question 2270,0
2270,Option 3 for Question 2270,1
2270,Option 4 for Question 2270,0
2271,Option 1 for Question 2271,0
2271,Option 2 for Question 2271,0
2271,Option 3 for Question 2271,0
2271,Option 4 for Question 2271,1
2272,Option 1 for Question 2272,1
2272,Option 2 for Question 2272,0
2272,Option 3 for Question 2272,0
2272,Option 4 for Question 2272,0
2273,Option 1 for Question 2273,0
2273,Option 2 for Question 2273,1
2273,Option 3 for Question 2273,0
2273,Option 4 for Question 2273,0
2274,Option 1 for Question 2274,0
2274,Option 2 for Question 2274,0
2274,Option 3 for Question 2274,1
2274,Option 4 for Question 2274,0
2275,Option 1 for Question 2275,0
2275,Option 2 for Question 2275,0
2275,Option 3 for Question 2275,0
2275,Option 4 for Question 2275,1
2276,Option 1 for Question 2276,1
2276,Option 2 for Question 2276,0
2276,Option 3 for Question 2276,0
2276,Option 4 for Question 2276,0
2277,Option 1 for Question 2277,0
2277,Option 2 for Question 2277,1
2277,Option 3 for Question 2277,0
2277,Option 4 for Question 2277,0
2278,Option 1 for Question 2278,0
2278,Option 2 for Question 2278,0
2278,Option 3 for Question 2278,1
2278,Option 4 for Question 2278,0
2279,Option 1 for Question 2279,0
2279,Option 2 for Question 2279,0
2279,Option 3 for Question 2279,0
2279,Option 4 for Question 2279,1
2280,Option 1 for Question 2280,1
2280,Option 2 for Question 2280,0
2280,Option 3 for Question 2280,0
2280,Option 4 for Question 2280,0
2281,Option 1 for Question 2281,0
2281,Option 2 for Question 2281,1
2281,Option 3 for Question 2281,0
2281,Option 4 for Question 2281,0
2282,Option 1 for Question 2282,0
2282,Option 2 for Question 2282,0
2282,Option 3 for Question 2282,1
2282,Option 4 for Question 2282,0
2283,Option 1 for Question 2283,0
2283,Option 2 for Question 2283,0
2283,Option 3 for Question 2283,0
2283,Option 4 for Question 2283,1
2284,Option 1 for Question 2284,1
2284,Option 2 for Question 2284,0
2284,Option 3 for Question 2284,0
2284,Option 4 for Question 2284,0
2285,Option 1 for Question 2285,0
2285,Option 2 for Question 2285,1
2285,Option 3 for Question 2285,0
2285,Option 4 for Question 2285,0
2286,Option 1 for Question 2286,0
2286,Option 2 for Question 2286,0
2286,Option 3 for Question 2286,1
2286,Option 4 for Question 2286,0
2287,Option 1 for Question 2287,0
2287,Option 2 for Question 2287,0
2287,Option 3 for Question 2287,0
2287,Option 4 for Question 2287,1
2288,Option 1 for Question 2288,1
2288,Option 2 for Question 2288,0
2288,Option 3 for Question 2288,0
2288,Option 4 for Question 2288,0
2289,Option 1 for Question 2289,0
2289,Option 2 for Question 2289,1
2289,Option 3 for Question 2289,0
2289,Option 4 for Question 2289,0
2290,Option 1 for Question 2290,0
2290,Option 2 for Question 2290,0
2290,Option 3 for Question 2290,1
2290,Option 4 for Question 2290,0
2291,Option 1 for Question 2291,0
2291,Option 2 for Question 2291,0
2291,Option 3 for Question 2291,0
2291,Option 4 for Question 2291,1
2292,Option 1 for Question 2292,1
2292,Option 2 for Question 2292,0
2292,Option 3 for Question 2292,0
2292,Option 4 for Question 2292,0
2293,Option 1 for Question 2293,0
2293,Option 2 for Question 2293,1
2293,Option 3 for Question 2293,0
2293,Option 4 for Question 2293,0
2294,Option 1 for Question 2294,0
2294,Option 2 for Question 2294,0
2294,Option 3 for Question 2294,1
2294,Option 4 for Question 2294,0
2295,Option 1 for Question 2295,0
2295,Option 2 for Question 2295,0
2295,Option 3 for Question 2295,0
2295,Option 4 for Question 2295,1
2296,Option 1 for Question 2296,1
2296,Option 2 for Question 2296,0
2296,Option 3 for Question 2296,0
2296,Option 4 for Question 2296,0
2297,Option 1 for Question 2297,0
2297,Option 2 for Question 2297,1
2297,Option 3 for Question 2297,0
2297,Option 4 for Question 2297,0
2298,Option 1 for Question 2298,0
2298,Option 2 for Question 2298,0
2298,Option 3 for Question 2298,1
2298,Option 4 for Question 2298,0
2299,Option 1 for Question 2299,0
2299,Option 2 for Question 2299,0
2299,Option 3 for Question 2299,0
2299,Option 4 for Question 2299,1
2300,Option 1 for Question 2300,1
2300,Option 2 for Question 2300,0
2300,Option 3 for Question 2300,0
2300,Option 4 for Question 2300,0
2301,Option 1 for Question 2301,0
2301,Option 2 for Question 2301,1
2301,Option 3 for Question 2301,0
2301,Option 4 for Question 2301,0
2302,Option 1 for Question 2302,0
2302,Option 2 for Question 2302,0
2302,Option 3 for Question 2302,1
2302,Option 4 for Question 2302,0
2303,Option 1 for Question 2303,0
2303,Option 2 for Question 2303,0
2303,Option 3 for Question 2303,0
2303,Option 4 for Question 2303,1
2304,Option 1 for Question 2304,1
2304,Option 2 for Question 2304,0
2304,Option 3 for Question 2304,0
2304,Option 4 for Question 2304,0
2305,Option 1 for Question 2305,0
2305,Option 2 for Question 2305,1
2305,Option 3 for Question 2305,0
2305,Option 4 for Question 2305,0
2306,Option 1 for Question 2306,0
2306,Option 2 for Question 2306,0
2306,Option 3 for Question 2306,1
2306,Option 4 for Question 2306,0
2307,Option 1 for Question 2307,0
2307,Option 2 for Question 2307,0
2307,Option 3 for Question 2307,0
2307,Option 4 for Question 2307,1
2308,Option 1 for Question 2308,1
2308,Option 2 for Question 2308,0
2308,Option 3 for Question 2308,0
2308,Option 4 for Question 2308,0
2309,Option 1 for Question 2309,0
2309,Option 2 for Question 2309,1
2309,Option 3 for Question 2309,0
2309,Option 4 for Question 2309,0
2310,Option 1 for Question 2310,0
2310,Option 2 for Question 2310,0
2310,Option 3 for Question 2310,1
2310,Option 4 for Question 2310,0
2311,Option 1 for Question 2311,0
2311,Option 2 for Question 2311,0
2311,Option 3 for Question 2311,0
2311,Option 4 for Question 2311,1
2312,Option 1 for Question 2312,1
2312,Option 2 for Question 2312,0
2312,Option 3 for Question 2312,0
2312,Option 4 for Question 2312,0
2313,Option 1 for Question 2313,0
2313,Option 2 for Question 2313,1
2313,Option 3 for Question 2313,0
2313,Option 4 for Question 2313,0
2314,Option 1 for Question 2314,0
2314,Option 2 for Question 2314,0
2314,Option 3 for Question 2314,1
2314,Option 4 for Question 2314,0
2315,Option 1 for Question 2315,0
2315,Option 2 for Question 2315,0
2315,Option 3 for Question 2315,0
2315,Option 4 for Question 2315,1
2316,Option 1 for Question 2316,1
2316,Option 2 for Question 2316,0
2316,Option 3 for Question 2316,0
2316,Option 4 for Question 2316,0
2317,Option 1 for Question 2317,0
2317,Option 2 for Question 2317,1
2317,Option 3 for Question 2317,0
2317,Option 4 for Question 2317,0
2318,Option 1 for Question 2318,0
2318,Option 2 for Question 2318,0
2318,Option 3 for Question 2318,1
2318,Option 4 for Question 2318,0
2319,Option 1 for Question 2319,0
2319,Option 2 for Question 2319,0
2319,Option 3 for Question 2319,0
2319,Option 4 for Question 2319,1
2320,Option 1 for Question 2320,1
2320,Option 2 for Question 2320,0
2320,Option 3 for Question 2320,0
2320,Option 4 for Question 2320,0
2321,Option 1 for Question 2321,0
2321,Option 2 for Question 2321,1
2321,Option 3 for Question 2321,0
2321,Option 4 for Question 2321,0
2322,Option 1 for Question 2322,0
2322,Option 2 for Question 2322,0
2322,Option 3 for Question 2322,1
2322,Option 4 for Question 2322,0
2323,Option 1 for Question 2323,0
2323,Option 2 for Question 2323,0
2323,Option 3 for Question 2323,0
2323,Option 4 for Question 2323,1
2324,Option 1 for Question 2324,1
2324,Option 2 for Question 2324,0
2324,Option 3 for Question 2324,0
2324,Option 4 for Question 2324,0
2325,Option 1 for Question 2325,0
2325,Option 2 for Question 2325,1
2325,Option 3 for Question 2325,0
2325,Option 4 for Question 2325,0
2326,Option 1 for Question 2326,0
2326,Option 2 for Question 2326,0
2326,Option 3 for Question 2326,1
2326,Option 4 for Question 2326,0
2327,Option 1 for Question 2327,0
2327,Option 2 for Question 2327,0
2327,Option 3 for Question 2327,0
2327,Option 4 for Question 2327,1
2328,Option 1 for Question 2328,1
2328,Option 2 for Question 2328,0
2328,Option 3 for Question 2328,0
2328,Option 4 for Question 2328,0
2329,Option 1 for Question 2329,0
2329,Option 2 for Question 2329,1
2329,Option 3 for Question 2329,0
2329,Option 4 for Question 2329,0
2330,Option 1 for Question 2330,0
2330,Option 2 for Question 2330,0
2330,Option 3 for Question 2330,1
2330,Option 4 for Question 2330,0
2331,Option 1 for Question 2331,0
2331,Option 2 for Question 2331,0
2331,Option 3 for Question 2331,0
2331,Option 4 for Question 2331,1
2332,Option 1 for Question 2332,1
2332,Option 2 for Question 2332,0
2332,Option 3 for Question 2332,0
2332,Option 4 for Question 2332,0
2333,Option 1 for Question 2333,0
2333,Option 2 for Question 2333,1
2333,Option 3 for Question 2333,0
2333,Option 4 for Question 2333,0
2334,Option 1 for Question 2334,0
2334,Option 2 for Question 2334,0
